rentfaster_id,city,province,address,latitude,longitude,lease_term,type,price,beds,baths,sq_feet,link,furnishing,availability_date,smoking,cats,dogs
453884,Airdrie,Alberta,104 MacKenzie Way SW,51.289386,-114.0213568,Long Term,Apartment,1910,2 Beds,2,939,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453884,Unfurnished,July 01,Non-Smoking,True,True
453884,Airdrie,Alberta,104 MacKenzie Way SW,51.289386,-114.0213568,Long Term,Apartment,2145,2 Beds,2,1056,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453884,Unfurnished,July 01,Non-Smoking,True,True
453884,Airdrie,Alberta,104 MacKenzie Way SW,51.289386,-114.0213568,Long Term,Apartment,1950,2 Beds,2,983,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453884,Unfurnished,July 01,Non-Smoking,True,True
453884,Airdrie,Alberta,104 MacKenzie Way SW,51.289386,-114.0213568,Long Term,Apartment,1960,2 Beds,2,984,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453884,Unfurnished,Immediate,Non-Smoking,True,True
453884,Airdrie,Alberta,104 MacKenzie Way SW,51.289386,-114.0213568,Long Term,Apartment,1720,1 Bed,1,650,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453884,Unfurnished,July 01,Non-Smoking,True,True
564482,Airdrie,Alberta,1930 Luxstone Park Southwest,51.2746543,-114.0191365,Long Term,House,3500,5 Beds,3.5,2700,/ab/airdrie/rentals/house/5-bedrooms/pet-friendly/564482,Unfurnished,Immediate,Non-Smoking,False,True
565356,Airdrie,Alberta,Windbury Pl SW,51.2496146,-114.030942,Long Term,Townhouse,2400,3 Beds,2.5,1341,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/565356,Unfurnished,Immediate,Non-Smoking,False,False
566068,Airdrie,Alberta,SouthPoint Heath SW,51.251492859256,-114.012470104229,Long Term,Townhouse,2400,2 Beds,2.5,1470,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/566068,Unfurnished,Immediate,Non-Smoking,True,False
132303,Airdrie,Alberta,104 Cooperstown Place,51.2615974,-114.0243117,Long Term,Basement,1250,1 Bed,1,,/ab/airdrie/rentals/basement/1-bedroom/furnished/132303,Furnished,Immediate,Non-Smoking,False,False
570898,Airdrie,Alberta,,51.27774,-114.0410613,Long Term,Basement,1700,2 Beds,1,757,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/570898,Unfurnished,Immediate,Non-Smoking,False,False
571860,Airdrie,Alberta,85 Midtown Close Southwest,51.28487,-114.01983,Long Term,House,2600,3 Beds,2.5,,/ab/airdrie/rentals/house/3-bedrooms/pet-friendly/571860,Unfurnished,Immediate,Non-Smoking,True,True
564822,Airdrie,Alberta,,51.2910811,-114.0512376,Long Term,Main Floor,2675,3 Beds,2.5,1575,/ab/airdrie/rentals/main-floor/3-bedrooms/non-smoking/564822,Unfurnished,Immediate,Non-Smoking,False,False
569541,Airdrie,Alberta,,51.2577473,-113.9910635,Long Term,Duplex,2700,3 Beds,2.5,1488,/ab/airdrie/rentals/duplex/3-bedrooms/non-smoking/569541,Unfurnished,Immediate,Non-Smoking,False,False
563675,Airdrie,Alberta,171 Baneberry Way SW,51.2920342,-114.0502138,12 months,House,2800,3 Beds,2.5,2100,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/563675,Unfurnished,Immediate,Non-Smoking,False,False
564285,Airdrie,Alberta,212 Bayview Street,51.2770614,-114.043381,Long Term,Basement,1550,2 Beds,1,900,/ab/airdrie/rentals/basement/2-bedrooms/furnished/564285,Furnished,Immediate,Non-Smoking,False,False
563680,Airdrie,Alberta,49 Willow Green SW,51.2910811,-114.0512376,12 months,House,2800,3 Beds,2.5,2100,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/563680,Unfurnished,Immediate,Non-Smoking,False,False
547613,Airdrie,Alberta,491 Canals Crossing Southwest,51.281783797677,-114.026080490738,Long Term,Townhouse,2400,3 Beds,2.5,1400,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/547613,Unfurnished,Immediate,Non-Smoking,False,False
571738,Airdrie,Alberta,S Point Glen SW,51.252937,-114.0104286,Long Term,House,2750,4 Beds,3.5,,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/571738,Unfurnished,Immediate,Non-Smoking,False,False
571557,Airdrie,Alberta,,51.2588372,-114.0256628,Long Term,Storage,600,,,,/ab/airdrie/rentals/storage/non-smoking/571557,Unfurnished,Immediate,Non-Smoking,,
571533,Airdrie,Alberta,260 Langwell Common SE,51.261387745429,-113.977984683331,Long Term,Main Floor,2600,3 Beds,2.5,1608,/ab/airdrie/rentals/main-floor/3-bedrooms/non-smoking/571533,Unfurnished,Immediate,Non-Smoking,False,False
571493,Airdrie,Alberta,,51.2623922,-114.0461869,Negotiable,Basement,1600,2 Beds,1,1000,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/571493,Unfurnished,Immediate,Non-Smoking,False,False
571605,Airdrie,Alberta,,51.2909238,-114.0421242,Long Term,Townhouse,2395,3 Beds,1.5,1018,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/571605,Unfurnished,Immediate,Non-Smoking,True,True
550535,Airdrie,Alberta,20 Kingsland Close SE,51.2660887,-113.9901988,Long Term,Apartment,1737,2 Beds,1,792,/ab/airdrie/rentals/apartment/2-bedrooms/pet-friendly/550535,Unfurnished,Immediate,Non-Smoking,True,True
527015,Airdrie,Alberta,1038 Bayview Rise Southwest,51.2785049,-114.0442103,Long Term,House,2600,3 Beds,2.5,,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/527015,Unfurnished,Immediate,Non-Smoking,False,False
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,2000,2 Beds,2,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,1600,1 Bed,1,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,1230,1 Bed,1,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False
493065,Airdrie,Alberta,327 Canals Crossing Southwest,51.280950109218,-114.02697856138,Long Term,Apartment,2000,2 Beds,1.5,,/ab/airdrie/rentals/apartment/1-bedroom/non-smoking/493065,Unfurnished,Immediate,Non-Smoking,False,False
570944,Airdrie,Alberta,604 8 Street Southwest,51.2873632,-114.024567,Long Term,Condo Unit,1800,2 Beds,1,,/ab/airdrie/rentals/condo/2-bedrooms/non-smoking/570944,Unfurnished,Immediate,Non-Smoking,False,False
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2800,3 Beds,2.5,1726,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2675,3 Beds,2.5,1704,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True
559699,Airdrie,Alberta,1534 Bayside Avenue SW,51.2727522,-114.0360575,Long Term,Townhouse,2475,2 Beds,2.5,1382,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/559699,Unfurnished,Immediate,Non-Smoking,True,True
566333,Airdrie,Alberta,61 Willow Green Southwest,51.2910811,-114.0512376,Long Term,House,3000,4 Beds,2.5,2300,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/566333,Unfurnished,Immediate,Non-Smoking,False,False
570380,Airdrie,Alberta,1191 Lanark Boulevard,51.2589463,-113.9768104,12 months,Townhouse,2450,3 Beds,2.5,1300,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/570380,Unfurnished,Immediate,Non-Smoking,True,True
496249,Airdrie,Alberta,,51.26992,-114.0429,Long Term,Room For Rent,800,1 Bed,1,1750,/ab/airdrie/rentals/shared/1-bedroom/non-smoking/496249,Negotiable,Immediate,Non-Smoking,False,False
569998,Airdrie,Alberta,,51.2810355,-114.0472916,Long Term,Basement,1750,2 Beds,1,700,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/569998,Unfurnished,Immediate,Non-Smoking,False,False
569767,Airdrie,Alberta,AB-2,51.263381340333,-114.026004222412,Long Term,Basement,1250,1 Bed,1,,/ab/airdrie/rentals/basement/1-bedroom/non-smoking/569767,Unfurnished,Immediate,Non-Smoking,False,False
528653,Airdrie,Alberta,113 Windstone Avenue Southwest,51.2592925,-114.0290917,Long Term,Townhouse,2300,2 Beds,2.5,1250,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/528653,Unfurnished,Immediate,Non-Smoking,True,True
345040,Airdrie,Alberta,,51.2924668,-114.0097333,Long Term,House,2100,1 Bed,1,700 Sq. Ft.,/ab/airdrie/rentals/house/1-bedroom/pet-friendly/345040,Unfurnished,Immediate,Non-Smoking,True,True
568743,Airdrie,Alberta,,51.2625251,-114.0452084,Negotiable,Basement,1300,1 Bed,1,550,/ab/airdrie/rentals/basement/1-bedroom/non-smoking/568743,Unfurnished,Immediate,Non-Smoking,False,False
467964,Airdrie,Alberta,,51.2815229,-114.0258838,Long Term,Townhouse,2500,3 Beds,2.5,"1,500+",/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/467964,Unfurnished,Immediate,Non-Smoking,True,True
566757,Airdrie,Alberta,Cobblefield Mnr SW,51.263773692711,-114.040650415869,Negotiable,Basement,3800,2 Beds,1,900,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/566757,Unfurnished,Immediate,Non-Smoking,False,False
562560,Airdrie,Alberta,,51.2695413,-113.9859512,Long Term,Room For Rent,850,1 Bed,1,2500,/ab/airdrie/rentals/shared/1-bedroom/furnished/562560,Furnished,Immediate,Non-Smoking,False,False
463838,Airdrie,Alberta,403 Mackenzie Way Southwest,51.2891518,-114.0230327,Long Term,Condo Unit,1950,2 Beds,1,677,/ab/airdrie/rentals/condo/2-bedrooms/non-smoking/463838,Unfurnished,Immediate,Non-Smoking,False,False
567883,Airdrie,Alberta,S Point Gate SW,51.2529298,-114.011578,Long Term,Townhouse,2600,3 Beds,2.5,1515,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/567883,Unfurnished,Immediate,Non-Smoking,False,False
565757,Airdrie,Alberta,,51.2632915,-114.0462188,Long Term,Townhouse,2500,3 Beds,2.5,,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/565757,Unfurnished,Immediate,Non-Smoking,False,False
566592,Airdrie,Alberta,673 Windrow Manor Southwest,51.2526265,-114.0360833,Long Term,House,3000,3 Beds,2.5,2000,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/566592,Unfurnished,Immediate,Non-Smoking,False,False
552555,Airdrie,Alberta,,51.2858751,-114.0165409,Negotiable,Room For Rent,780,1 Bed,1,,/ab/airdrie/rentals/shared/1-bedroom/furnished/552555,Furnished,Immediate,Non-Smoking,False,False
561775,Airdrie,Alberta,462 Bayview Manor Southwest,51.2831517,-114.0459165,Short Term,Room For Rent,700,1 Bed,1,1600,/ab/airdrie/rentals/shared/1-bedroom/short-term/561775,Furnished,Immediate,Non-Smoking,False,False
346569,Airdrie,Alberta,,51.2672602,-114.0118268,Negotiable,Room For Rent,850,1 Bed,1,,/ab/airdrie/rentals/shared/1-bedroom/non-smoking/346569,Negotiable,Immediate,Non-Smoking,False,False
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,2090,2 Beds,2,971,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1735,1 Bed,1,654,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1710,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1840,1 Bed,1,711,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,Immediate,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1955,2 Beds,2,906,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,August 01,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1630,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,July 01,Non-Smoking,True,True
453882,Airdrie,Alberta,45 Gateway Drive,51.3044974,-114.0115628,Long Term,Apartment,1670,1 Bed,1,616,/ab/airdrie/rentals/apartment/1-bedroom/pet-friendly/453882,Unfurnished,August 01,Non-Smoking,True,True
533341,Airdrie,Alberta,349 Hillcrest Road Southwest,51.2491537,-114.0171847,Long Term,Duplex,2550,3 Beds,2.5,1361,/ab/airdrie/rentals/duplex/3-bedrooms/non-smoking/533341,Unfurnished,June 15,Non-Smoking,False,False
552023,Airdrie,Alberta,,51.2863306,-114.0386921,Negotiable,Basement,900,1 Bed,1,,/ab/airdrie/rentals/basement/1-bedroom/furnished/552023,Furnished,June 15,Non-Smoking,False,False
570056,Airdrie,Alberta,177 Baysprings Gardens Southwest,51.2777434,-114.0446346,Long Term,House,4000,4 Beds,4,2328,/ab/airdrie/rentals/house/4-bedrooms/pet-friendly/570056,Unfurnished,June 15,Non-Smoking,True,True
417675,Airdrie,Alberta,215 Flett Dr NE,51.2987494,-114.0103409,Negotiable,House,2450,3 Beds,2,1500  above grade,/ab/airdrie/rentals/house/3-bedrooms/non-smoking/417675,Unfurnished,June 15,Non-Smoking,False,False
554660,Airdrie,Alberta,6 Kingsview Road SE,51.2666342,-113.9934758,Long Term,Apartment,2048,2 Beds,1,870,/ab/airdrie/rentals/apartment/2-bedrooms/pet-friendly/554660,Unfurnished,July 31,,True,True
554660,Airdrie,Alberta,6 Kingsview Road SE,51.2666342,-113.9934758,Long Term,Apartment,2138,2 Beds,2,974,/ab/airdrie/rentals/apartment/2-bedrooms/pet-friendly/554660,Unfurnished,June 30,,True,True
572464,Airdrie,Alberta,1309 Windstone Road Southwest,51.2598366,-114.0281494,Long Term,Townhouse,2200,3 Beds,2.5,1350,/ab/airdrie/rentals/townhouse/3-bedrooms/non-smoking/572464,Unfurnished,July 01,Non-Smoking,False,False
572256,Airdrie,Alberta,1846 Baywater Street Southwest,51.2744148,-114.0355933,Long Term,House,3000,4 Beds,3,,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/572256,Unfurnished,July 01,Non-Smoking,False,False
572461,Airdrie,Alberta,Windsong Blvd SW,51.2561616,-114.0321096,Long Term,Townhouse,2350,2 Beds,1.5,1038,/ab/airdrie/rentals/townhouse/2-bedrooms/pet-friendly/572461,Unfurnished,July 01,Non-Smoking,True,True
542785,Airdrie,Alberta,,51.256554358922,-113.995315940259,Long Term,Basement,1675,2 Beds,1,1250,/ab/airdrie/rentals/basement/2-bedrooms/non-smoking/542785,Unfurnished,July 01,Non-Smoking,False,False
528636,Airdrie,Alberta,317 windbury road sw airdrie,51.2496146,-114.030942,Long Term,Townhouse,2400,3 Beds,2.5,1500,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/528636,Unfurnished,July 01,Non-Smoking,True,True
571918,Airdrie,Alberta,800 Yankee Valley Boulevard Southeast,51.2712276,-113.9940381,Long Term,Townhouse,2500,3 Beds,2.5,,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/571918,Unfurnished,July 01,Non-Smoking,True,True
522720,Airdrie,Alberta,462 Canals Crossing Southwest,51.2822242,-114.0268172,Long Term,Townhouse,2250,3 Beds,2.5,1400,/ab/airdrie/rentals/townhouse/3-bedrooms/pet-friendly/522720,Unfurnished,July 01,Non-Smoking,False,True
485297,Airdrie,Alberta,23 Williamstown Landing Northwest,51.3040693,-114.0266121,Long Term,House,3150,4 Beds,3.5,2193 + Walkout Basement,/ab/airdrie/rentals/house/4-bedrooms/non-smoking/485297,Unfurnished,July 01,Non-Smoking,False,False
